region,DD_year_2C_rcp85_time-mean_ensemble-diff-mean,ci_name,ci_frequency,standard_name,units,mid_month
09771_Aichach-Friedberg,-2.4006977,DD,year,days_with_precipitation_amount_below_threshold,days,7
09772_Augsburg,-2.2834477,DD,year,days_with_precipitation_amount_below_threshold,days,7
09773_Dillingen a.d. Donau,-2.4388905,DD,year,days_with_precipitation_amount_below_threshold,days,7
09774_Günzburg,-2.3649492,DD,year,days_with_precipitation_amount_below_threshold,days,7
09775_Neu-Ulm,-2.384544,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_Lindau (Bodensee),-1.0765837,DD,year,days_with_precipitation_amount_below_threshold,days,7
09777_Ostallgäu,-1.4616336,DD,year,days_with_precipitation_amount_below_threshold,days,7
09778_Unterallgäu,-1.6661112,DD,year,days_with_precipitation_amount_below_threshold,days,7
09779_Donau-Ries,-2.2482457,DD,year,days_with_precipitation_amount_below_threshold,days,7
09780_Oberallgäu,-1.2460017,DD,year,days_with_precipitation_amount_below_threshold,days,7
10041_Regionalverband Saarbrücken,0.91294885,DD,year,days_with_precipitation_amount_below_threshold,days,7
10042_Merzig-Wadern,1.3879085,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_Neunkirchen,0.953416,DD,year,days_with_precipitation_amount_below_threshold,days,7
10044_Saarlouis,0.8362587,DD,year,days_with_precipitation_amount_below_threshold,days,7
10045_Saarpfalz-Kreis,0.85003155,DD,year,days_with_precipitation_amount_below_threshold,days,7
10046_St. Wendel,1.2228956,DD,year,days_with_precipitation_amount_below_threshold,days,7
11000_Berlin,-3.332553,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_Brandenburg an der Havel,-3.3080664,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_Cottbus,-3.2879822,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_Frankfurt (Oder),-3.1228945,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_Potsdam,-3.392314,DD,year,days_with_precipitation_amount_below_threshold,days,7
12060_Barnim,-2.8416543,DD,year,days_with_precipitation_amount_below_threshold,days,7
12061_Dahme-Spreewald,-3.1857927,DD,year,days_with_precipitation_amount_below_threshold,days,7
12062_Elbe-Elster,-3.3944318,DD,year,days_with_precipitation_amount_below_threshold,days,7
12063_Havelland,-3.1850758,DD,year,days_with_precipitation_amount_below_threshold,days,7
12064_Märkisch-Oderland,-3.0807946,DD,year,days_with_precipitation_amount_below_threshold,days,7
12065_Oberhavel,-2.9066837,DD,year,days_with_precipitation_amount_below_threshold,days,7
12066_Oberspreewald-Lausitz,-3.1520145,DD,year,days_with_precipitation_amount_below_threshold,days,7
12067_Oder-Spree,-3.1023605,DD,year,days_with_precipitation_amount_below_threshold,days,7
12068_Ostprignitz-Ruppin,-2.644043,DD,year,days_with_precipitation_amount_below_threshold,days,7
12069_Potsdam-Mittelmark,-3.0477247,DD,year,days_with_precipitation_amount_below_threshold,days,7
12070_Prignitz,-2.630052,DD,year,days_with_precipitation_amount_below_threshold,days,7
12071_Spree-Neiße,-3.0916793,DD,year,days_with_precipitation_amount_below_threshold,days,7
12072_Teltow-Fläming,-3.1786675,DD,year,days_with_precipitation_amount_below_threshold,days,7
12073_Uckermark,-2.7915928,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_Rostock,-3.3416727,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_Schwerin,-1.9278291,DD,year,days_with_precipitation_amount_below_threshold,days,7
13072_Rostock,-2.587969,DD,year,days_with_precipitation_amount_below_threshold,days,7
13076_Ludwigslust-Parchim,-2.2811863,DD,year,days_with_precipitation_amount_below_threshold,days,7
13071_Mecklenburgische Seenplatte,-2.6588097,DD,year,days_with_precipitation_amount_below_threshold,days,7
13073_Vorpommern-Rügen,-3.1484547,DD,year,days_with_precipitation_amount_below_threshold,days,7
13074_Nordwestmecklenburg,-2.1202161,DD,year,days_with_precipitation_amount_below_threshold,days,7
13075_Vorpommern-Greifswald,-2.4658244,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_Chemnitz,-3.055821,DD,year,days_with_precipitation_amount_below_threshold,days,7
14522_Mittelsachsen,-3.0224955,DD,year,days_with_precipitation_amount_below_threshold,days,7
14523_Vogtlandkreis,-2.6228027,DD,year,days_with_precipitation_amount_below_threshold,days,7
14521_Erzgebirgskreis,-2.3400874,DD,year,days_with_precipitation_amount_below_threshold,days,7
14524_Zwickau,-3.2851872,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_Dresden,-3.467075,DD,year,days_with_precipitation_amount_below_threshold,days,7
14626_Görlitz,-3.2443242,DD,year,days_with_precipitation_amount_below_threshold,days,7
14625_Bautzen,-3.0717294,DD,year,days_with_precipitation_amount_below_threshold,days,7
14627_Meißen,-3.5471401,DD,year,days_with_precipitation_amount_below_threshold,days,7
14628_Sächsische Schweiz-Osterzgebirge,-2.8334377,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_Leipzig,-3.8931315,DD,year,days_with_precipitation_amount_below_threshold,days,7
14729_Leipzig,-3.731989,DD,year,days_with_precipitation_amount_below_threshold,days,7
14730_Nordsachsen,-3.5068364,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_Dessau-Roßlau,-3.4861386,DD,year,days_with_precipitation_amount_below_threshold,days,7
15082_Anhalt-Bitterfeld,-3.556061,DD,year,days_with_precipitation_amount_below_threshold,days,7
15091_Wittenberg,-3.084024,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_Halle (Saale),-3.9938855,DD,year,days_with_precipitation_amount_below_threshold,days,7
15084_Burgenlandkreis,-3.3153925,DD,year,days_with_precipitation_amount_below_threshold,days,7
15088_Saalekreis,-3.6304138,DD,year,days_with_precipitation_amount_below_threshold,days,7
15087_Mansfeld-Südharz,-3.0967782,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_Magdeburg,-3.443342,DD,year,days_with_precipitation_amount_below_threshold,days,7
15085_Harz,-2.513735,DD,year,days_with_precipitation_amount_below_threshold,days,7
15086_Jerichower Land,-3.3339646,DD,year,days_with_precipitation_amount_below_threshold,days,7
15083_Börde,-3.0584557,DD,year,days_with_precipitation_amount_below_threshold,days,7
15090_Stendal,-2.9587803,DD,year,days_with_precipitation_amount_below_threshold,days,7
15089_Salzlandkreis,-3.8023112,DD,year,days_with_precipitation_amount_below_threshold,days,7
15081_Altmarkkreis Salzwedel,-2.7842839,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_Erfurt,-3.4439108,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_Gera,-3.4526691,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_Jena,-3.2259007,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_Suhl,-0.34258845,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_Weimar,-2.7433982,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_Eisenach,-1.9455409,DD,year,days_with_precipitation_amount_below_threshold,days,7
16061_Eichsfeld,-2.085157,DD,year,days_with_precipitation_amount_below_threshold,days,7
16062_Nordhausen,-2.4984918,DD,year,days_with_precipitation_amount_below_threshold,days,7
16063_Wartburgkreis,-2.0356126,DD,year,days_with_precipitation_amount_below_threshold,days,7
16064_Unstrut-Hainich-Kreis,-2.6553397,DD,year,days_with_precipitation_amount_below_threshold,days,7
16065_Kyffhäuserkreis,-2.9601018,DD,year,days_with_precipitation_amount_below_threshold,days,7
16066_Schmalkalden-Meiningen,-1.251271,DD,year,days_with_precipitation_amount_below_threshold,days,7
16067_Gotha,-1.9720598,DD,year,days_with_precipitation_amount_below_threshold,days,7
16068_Sömmerda,-3.6658616,DD,year,days_with_precipitation_amount_below_threshold,days,7
16069_Hildburghausen,-1.1246119,DD,year,days_with_precipitation_amount_below_threshold,days,7
16070_Ilm-Kreis,-1.7292713,DD,year,days_with_precipitation_amount_below_threshold,days,7
16071_Weimarer Land,-2.96358,DD,year,days_with_precipitation_amount_below_threshold,days,7
16072_Sonneberg,-0.57105136,DD,year,days_with_precipitation_amount_below_threshold,days,7
16073_Saalfeld-Rudolstadt,-2.011131,DD,year,days_with_precipitation_amount_below_threshold,days,7
16074_Saale-Holzland-Kreis,-3.0687122,DD,year,days_with_precipitation_amount_below_threshold,days,7
16075_Saale-Orla-Kreis,-2.3040974,DD,year,days_with_precipitation_amount_below_threshold,days,7
16076_Greiz,-3.1090417,DD,year,days_with_precipitation_amount_below_threshold,days,7
16077_Altenburger Land,-3.7217245,DD,year,days_with_precipitation_amount_below_threshold,days,7
01001_01059_Region_um_Flensburg,-1.2417057,DD,year,days_with_precipitation_amount_below_threshold,days,7
01002_01057_01058_Region_um_Kiel,-1.7085438,DD,year,days_with_precipitation_amount_below_threshold,days,7
01003_13074_01055_01053_01062_Region_um_Lübeck,-1.9943227,DD,year,days_with_precipitation_amount_below_threshold,days,7
01004_01058_01060_01057_01002_Region_um_Neumünster,-1.7071009,DD,year,days_with_precipitation_amount_below_threshold,days,7
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-2.777627,DD,year,days_with_precipitation_amount_below_threshold,days,7
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-2.5319712,DD,year,days_with_precipitation_amount_below_threshold,days,7
03103_03154_03151_Region_um_Wolfsburg,-2.598138,DD,year,days_with_precipitation_amount_below_threshold,days,7
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-1.5306897,DD,year,days_with_precipitation_amount_below_threshold,days,7
03402_03452_03457_Region_um_Emden,-1.6326019,DD,year,days_with_precipitation_amount_below_threshold,days,7
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-1.3366461,DD,year,days_with_precipitation_amount_below_threshold,days,7
03404_03459_05566_Region_um_Osnabrück,-1.0222489,DD,year,days_with_precipitation_amount_below_threshold,days,7
03405_03455_Region_um_Wilhelmshaven,-1.5044612,DD,year,days_with_precipitation_amount_below_threshold,days,7
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-1.8526686,DD,year,days_with_precipitation_amount_below_threshold,days,7
04012_03352_03461_Region_um_Bremerhaven,-2.0683548,DD,year,days_with_precipitation_amount_below_threshold,days,7
05111_05162_05158_05112_Region_um_Düsseldorf,-0.5467669,DD,year,days_with_precipitation_amount_below_threshold,days,7
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-0.47661498,DD,year,days_with_precipitation_amount_below_threshold,days,7
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-0.51603776,DD,year,days_with_precipitation_amount_below_threshold,days,7
05114_05112_05162_05166_05170_Region_um_Krefeld,-0.48749477,DD,year,days_with_precipitation_amount_below_threshold,days,7
05116_05370_05166_05162_Region_um_Mönchengladbach,-0.43872607,DD,year,days_with_precipitation_amount_below_threshold,days,7
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-0.4526525,DD,year,days_with_precipitation_amount_below_threshold,days,7
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-0.49571604,DD,year,days_with_precipitation_amount_below_threshold,days,7
05120_05124_05122_05378_05374_Region_um_Remscheid,0.016616553,DD,year,days_with_precipitation_amount_below_threshold,days,7
05122_05158_05124_05378_05120_Region_um_Solingen,-0.16732226,DD,year,days_with_precipitation_amount_below_threshold,days,7
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-0.03197707,DD,year,days_with_precipitation_amount_below_threshold,days,7
05314_05382_Region_um_Bonn,-0.8030797,DD,year,days_with_precipitation_amount_below_threshold,days,7
05316_05315_05378_05158_Region_um_Leverkusen,-0.49933985,DD,year,days_with_precipitation_amount_below_threshold,days,7
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-0.57126415,DD,year,days_with_precipitation_amount_below_threshold,days,7
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-0.6715538,DD,year,days_with_precipitation_amount_below_threshold,days,7
05515_05566_05558_05570_Region_um_Münster,-1.0121952,DD,year,days_with_precipitation_amount_below_threshold,days,7
05711_05754_05758_05766_Region_um_Bielefeld,-1.3939608,DD,year,days_with_precipitation_amount_below_threshold,days,7
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-0.6226135,DD,year,days_with_precipitation_amount_below_threshold,days,7
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-0.77810484,DD,year,days_with_precipitation_amount_below_threshold,days,7
05914_05954_05913_05978_05962_Region_um_Hagen,-0.49512148,DD,year,days_with_precipitation_amount_below_threshold,days,7
05915_05978_05974_05570_05558_Region_um_Hamm,-1.2208407,DD,year,days_with_precipitation_amount_below_threshold,days,7
05916_05513_05562_05911_Region_um_Herne,-0.72349226,DD,year,days_with_precipitation_amount_below_threshold,days,7
06411_06432_06438_Region_um_Darmstadt,-1.3695481,DD,year,days_with_precipitation_amount_below_threshold,days,7
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-1.0931444,DD,year,days_with_precipitation_amount_below_threshold,days,7
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-1.0250199,DD,year,days_with_precipitation_amount_below_threshold,days,7
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-1.1737497,DD,year,days_with_precipitation_amount_below_threshold,days,7
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-0.93290603,DD,year,days_with_precipitation_amount_below_threshold,days,7
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-1.1574445,DD,year,days_with_precipitation_amount_below_threshold,days,7
06611_06633_03159_Region_um_Kassel,-2.2505908,DD,year,days_with_precipitation_amount_below_threshold,days,7
07111_07137_07141_07143_Region_um_Koblenz,-0.44645664,DD,year,days_with_precipitation_amount_below_threshold,days,7
07211_07235_Region_um_Trier,1.321228,DD,year,days_with_precipitation_amount_below_threshold,days,7
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),-1.9397404,DD,year,days_with_precipitation_amount_below_threshold,days,7
07312_07335_07332_Region_um_Kaiserslautern,-0.44703755,DD,year,days_with_precipitation_amount_below_threshold,days,7
07313_07337_Region_um_Landau_in_der_Pfalz,-0.6007324,DD,year,days_with_precipitation_amount_below_threshold,days,7
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,-1.9492061,DD,year,days_with_precipitation_amount_below_threshold,days,7
07315_07339_06414_06433_Region_um_Mainz,-1.6560628,DD,year,days_with_precipitation_amount_below_threshold,days,7
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,-0.8290807,DD,year,days_with_precipitation_amount_below_threshold,days,7
07317_07340_Region_um_Pirmasens,0.37739563,DD,year,days_with_precipitation_amount_below_threshold,days,7
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,-1.2171339,DD,year,days_with_precipitation_amount_below_threshold,days,7
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,-1.4046285,DD,year,days_with_precipitation_amount_below_threshold,days,7
07320_07340_10045_07317_Region_um_Zweibrücken,0.5244796,DD,year,days_with_precipitation_amount_below_threshold,days,7
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,-1.1576549,DD,year,days_with_precipitation_amount_below_threshold,days,7
08111_08115_08116_08118_08119_Region_um_Stuttgart,-1.4182621,DD,year,days_with_precipitation_amount_below_threshold,days,7
08121_08125_Region_um_Heilbronn,-1.184482,DD,year,days_with_precipitation_amount_below_threshold,days,7
08211_08216_Region_um_Baden-Baden,0.14189067,DD,year,days_with_precipitation_amount_below_threshold,days,7
08212_08215_07334_Region_um_Karlsruhe,-1.2568552,DD,year,days_with_precipitation_amount_below_threshold,days,7
08221_08226_08222_Region_um_Heidelberg,-1.0282279,DD,year,days_with_precipitation_amount_below_threshold,days,7
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,-1.1920993,DD,year,days_with_precipitation_amount_below_threshold,days,7
08231_08236_08235_Region_um_Pforzheim,-0.49616387,DD,year,days_with_precipitation_amount_below_threshold,days,7
08311_08316_08315_Region_um_Freiburg_im_Breisgau,0.22693166,DD,year,days_with_precipitation_amount_below_threshold,days,7
08421_08425_09775_Region_um_Ulm,-2.0963714,DD,year,days_with_precipitation_amount_below_threshold,days,7
09161_09176_09185_09186_Region_um_Ingolstadt,-2.519675,DD,year,days_with_precipitation_amount_below_threshold,days,7
09162_09184_09179_09174_Region_um_München,-2.2079234,DD,year,days_with_precipitation_amount_below_threshold,days,7
09163_09187_Region_um_Rosenheim,-2.078667,DD,year,days_with_precipitation_amount_below_threshold,days,7
09261_09274_Region_um_Landshut,-2.529041,DD,year,days_with_precipitation_amount_below_threshold,days,7
09262_09275_Region_um_Passau,-2.2258623,DD,year,days_with_precipitation_amount_below_threshold,days,7
09263_09278_Region_um_Straubing,-2.44959,DD,year,days_with_precipitation_amount_below_threshold,days,7
09361_09371_Region_um_Amberg,-1.9378178,DD,year,days_with_precipitation_amount_below_threshold,days,7
09362_09375_Region_um_Regensburg,-2.6453745,DD,year,days_with_precipitation_amount_below_threshold,days,7
09363_09374_Region_um_Weiden_in_der_Oberpfalz,-1.8783462,DD,year,days_with_precipitation_amount_below_threshold,days,7
09461_09471_Region_um_Bamberg,-1.8253495,DD,year,days_with_precipitation_amount_below_threshold,days,7
09462_09472_Region_um_Bayreuth,-1.6091285,DD,year,days_with_precipitation_amount_below_threshold,days,7
09463_09473_Region_um_Coburg,-1.6769096,DD,year,days_with_precipitation_amount_below_threshold,days,7
09464_09475_Region_um_Hof,-1.5569662,DD,year,days_with_precipitation_amount_below_threshold,days,7
09561_09571_Region_um_Ansbach,-1.8558545,DD,year,days_with_precipitation_amount_below_threshold,days,7
09562_09572_09564_09563_Region_um_Erlangen,-2.364616,DD,year,days_with_precipitation_amount_below_threshold,days,7
09563_09573_09562_09564_Region_um_Fürth,-2.4642096,DD,year,days_with_precipitation_amount_below_threshold,days,7
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,-2.1683652,DD,year,days_with_precipitation_amount_below_threshold,days,7
09565_09576_09564_Region_um_Schwabach,-2.3582265,DD,year,days_with_precipitation_amount_below_threshold,days,7
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,-2.0255144,DD,year,days_with_precipitation_amount_below_threshold,days,7
09661_09671_09676_Region_um_Aschaffenburg,-0.9297204,DD,year,days_with_precipitation_amount_below_threshold,days,7
09662_09678_Region_um_Schweinfurt,-1.7584437,DD,year,days_with_precipitation_amount_below_threshold,days,7
09663_09679_Region_um_Würzburg,-1.7718484,DD,year,days_with_precipitation_amount_below_threshold,days,7
09761_09772_09771_Region_um_Augsburg,-2.3427718,DD,year,days_with_precipitation_amount_below_threshold,days,7
09762_09777_Region_um_Kaufbeuren,-1.4647739,DD,year,days_with_precipitation_amount_below_threshold,days,7
09763_09780_Region_um_Kempten_(Allgäu),-1.2456328,DD,year,days_with_precipitation_amount_below_threshold,days,7
09764_09778_08436_Region_um_Memmingen,-1.3702917,DD,year,days_with_precipitation_amount_below_threshold,days,7
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),-1.2877957,DD,year,days_with_precipitation_amount_below_threshold,days,7
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,0.7358211,DD,year,days_with_precipitation_amount_below_threshold,days,7
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,-3.1136167,DD,year,days_with_precipitation_amount_below_threshold,days,7
12052_12071_Region_um_Cottbus,-3.1098576,DD,year,days_with_precipitation_amount_below_threshold,days,7
12053_12067_12064_Region_um_Frankfurt_(Oder),-3.0928686,DD,year,days_with_precipitation_amount_below_threshold,days,7
12054_12063_12069_11000_12051_Region_um_Potsdam,-3.1575148,DD,year,days_with_precipitation_amount_below_threshold,days,7
13003_13072_Region_um_Rostock,-2.6250722,DD,year,days_with_precipitation_amount_below_threshold,days,7
13004_13076_13074_Region_um_Schwerin,-2.2258563,DD,year,days_with_precipitation_amount_below_threshold,days,7
14511_14524_14521_14522_Region_um_Chemnitz,-2.8266916,DD,year,days_with_precipitation_amount_below_threshold,days,7
14612_14627_14625_14628_Region_um_Dresden,-3.1444998,DD,year,days_with_precipitation_amount_below_threshold,days,7
14713_14729_14730_Region_um_Leipzig,-3.628592,DD,year,days_with_precipitation_amount_below_threshold,days,7
15001_15091_15082_Region_um_Dessau-Rolau,-3.2992647,DD,year,days_with_precipitation_amount_below_threshold,days,7
15002_15088_Region_um_Halle_(Saale),-3.662885,DD,year,days_with_precipitation_amount_below_threshold,days,7
15003_15083_15089_15086_Region_um_Magdeburg,-3.3419094,DD,year,days_with_precipitation_amount_below_threshold,days,7
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,-2.6284382,DD,year,days_with_precipitation_amount_below_threshold,days,7
16052_16076_15084_16074_Region_um_Gera,-3.2054393,DD,year,days_with_precipitation_amount_below_threshold,days,7
16053_16074_16071_16055_Region_um_Jena,-3.0168633,DD,year,days_with_precipitation_amount_below_threshold,days,7
16054_16066_16069_16070_Region_um_Suhl,-1.2928071,DD,year,days_with_precipitation_amount_below_threshold,days,7
16055_16071_Region_um_Weimar,-2.9409406,DD,year,days_with_precipitation_amount_below_threshold,days,7
16056_16063_06636_Region_um_Eisenach,-2.0006566,DD,year,days_with_precipitation_amount_below_threshold,days,7
