realization,region,RRm_sem_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_sem_RRm,05774_Paderborn,2.354129,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.4494417,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.0817168,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.4712868,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,2.4013655,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_Bochum,2.2896307,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_Bochum,1.9891689,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_Bochum,2.4226623,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05911_Bochum,2.267411,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.4251585,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.075479,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.4531572,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,2.372004,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_Dortmund,2.1757536,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_Dortmund,1.9343784,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_Dortmund,2.3605008,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05913_Dortmund,2.1878934,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_05954_05913_05978_05962_Region_um_Hagen,2.9985824,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_05954_05913_05978_05962_Region_um_Hagen,2.4210336,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_05954_05913_05978_05962_Region_um_Hagen,2.6873279,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_05954_05913_05978_05962_Region_um_Hagen,2.7896848,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_Hagen,3.0264637,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_Hagen,2.4589589,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_Hagen,2.7133024,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05914_Hagen,2.7724357,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_05978_05974_05570_05558_Region_um_Hamm,2.1251702,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_05978_05974_05570_05558_Region_um_Hamm,1.9419644,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_05978_05974_05570_05558_Region_um_Hamm,2.3274546,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_05978_05974_05570_05558_Region_um_Hamm,2.1747859,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_Hamm,1.9642426,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_Hamm,1.8582673,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_Hamm,2.2333024,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05915_Hamm,2.058277,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_05513_05562_05911_Region_um_Herne,2.2763057,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_05513_05562_05911_Region_um_Herne,1.9610023,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_05513_05562_05911_Region_um_Herne,2.383422,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_05513_05562_05911_Region_um_Herne,2.2753556,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_Herne,2.2512271,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_Herne,1.9580444,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_Herne,2.4652426,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05916_Herne,2.2676263,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05954_Ennepe-Ruhr-Kreis,3.100262,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05954_Ennepe-Ruhr-Kreis,2.4702132,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05954_Ennepe-Ruhr-Kreis,2.748174,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05954_Ennepe-Ruhr-Kreis,2.8752408,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05958_Hochsauerlandkreis,3.152645,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05958_Hochsauerlandkreis,2.532471,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05958_Hochsauerlandkreis,2.7321787,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05958_Hochsauerlandkreis,2.885769,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05962_Märkischer Kreis,3.6058753,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05962_Märkischer Kreis,2.760908,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05962_Märkischer Kreis,2.9226356,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05962_Märkischer Kreis,3.240908,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05966_Olpe,3.9426494,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05966_Olpe,2.845445,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05966_Olpe,2.8783624,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05966_Olpe,3.3946776,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05970_Siegen-Wittgenstein,3.7301404,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05970_Siegen-Wittgenstein,2.6900973,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05970_Siegen-Wittgenstein,2.7282977,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05970_Siegen-Wittgenstein,3.1977692,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05974_Soest,2.1477745,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05974_Soest,2.0827043,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05974_Soest,2.5105085,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05974_Soest,2.2360878,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,05978_Unna,2.1294873,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,05978_Unna,1.9468311,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,05978_Unna,2.3339794,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,05978_Unna,2.1432042,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_06432_06438_Region_um_Darmstadt,1.8230191,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_06432_06438_Region_um_Darmstadt,1.9038755,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_06432_06438_Region_um_Darmstadt,2.1716774,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_06432_06438_Region_um_Darmstadt,1.9868878,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_Darmstadt,1.71184,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_Darmstadt,1.8822253,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_Darmstadt,2.205126,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06411_Darmstadt,1.9353251,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.9868046,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,1.8335309,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,2.1878304,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,2.06998,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_Frankfurt am Main,1.7234002,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_Frankfurt am Main,1.6190747,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_Frankfurt am Main,1.9338974,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06412_Frankfurt am Main,1.8351555,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.1880922,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_06438_06435_06412_Region_um_Offenbach_am_Main,1.9384116,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.273768,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_06438_06435_06412_Region_um_Offenbach_am_Main,2.1989267,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_Offenbach am Main,1.7172428,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_Offenbach am Main,1.6947175,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_Offenbach am Main,1.9773955,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06413_Offenbach am Main,1.829885,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.5665176,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.6033934,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.9364849,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,1.7572764,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_Wiesbaden,1.6660507,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_Wiesbaden,1.6033864,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_Wiesbaden,1.9997455,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06414_Wiesbaden,1.8227583,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06431_Bergstraße,2.2305992,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06431_Bergstraße,2.2181447,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06431_Bergstraße,2.528779,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06431_Bergstraße,2.4088664,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06432_Darmstadt-Dieburg,1.9113692,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06432_Darmstadt-Dieburg,1.9919008,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06432_Darmstadt-Dieburg,2.246099,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06432_Darmstadt-Dieburg,2.0780835,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06433_Groß-Gerau,1.3581883,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06433_Groß-Gerau,1.5372189,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06433_Groß-Gerau,1.9087728,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06433_Groß-Gerau,1.6578653,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06434_Hochtaunuskreis,2.1396825,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06434_Hochtaunuskreis,1.9167328,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06434_Hochtaunuskreis,2.172584,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06434_Hochtaunuskreis,2.1646256,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06435_Main-Kinzig-Kreis,2.4086523,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06435_Main-Kinzig-Kreis,2.0518134,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06435_Main-Kinzig-Kreis,2.407717,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06435_Main-Kinzig-Kreis,2.3671083,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.7673938,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.7168478,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,2.0294104,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,1.9022251,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_Main-Taunus-Kreis,1.8709579,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_Main-Taunus-Kreis,1.7143861,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_Main-Taunus-Kreis,2.0971873,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06436_Main-Taunus-Kreis,2.00722,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06437_Odenwaldkreis,2.8039515,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06437_Odenwaldkreis,2.4587774,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06437_Odenwaldkreis,2.54495,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06437_Odenwaldkreis,2.627293,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.074046,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,1.941142,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.2678971,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,2.1460092,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_Offenbach,1.6924092,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_Offenbach,1.741363,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_Offenbach,2.0154731,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06438_Offenbach,1.8291074,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06439_Rheingau-Taunus-Kreis,1.7853017,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06439_Rheingau-Taunus-Kreis,1.7569782,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06439_Rheingau-Taunus-Kreis,2.0301707,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06439_Rheingau-Taunus-Kreis,1.8951781,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06440_Wetteraukreis,1.8246148,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06440_Wetteraukreis,1.7459941,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06440_Wetteraukreis,2.1667726,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06440_Wetteraukreis,1.9692026,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06531_Gießen,1.7854278,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06531_Gießen,1.7228217,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06531_Gießen,2.0182397,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06531_Gießen,1.9011228,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06532_Lahn-Dill-Kreis,2.6408865,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06532_Lahn-Dill-Kreis,2.103552,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06532_Lahn-Dill-Kreis,2.1926966,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06532_Lahn-Dill-Kreis,2.4166265,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06533_Limburg-Weilburg,2.0847938,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06533_Limburg-Weilburg,1.8564646,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06533_Limburg-Weilburg,2.0748608,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06533_Limburg-Weilburg,2.1039643,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06534_Marburg-Biedenkopf,2.1717594,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06534_Marburg-Biedenkopf,1.8499291,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06534_Marburg-Biedenkopf,2.0142317,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06534_Marburg-Biedenkopf,2.0779505,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06535_Vogelsbergkreis,2.3054864,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06535_Vogelsbergkreis,2.0791252,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06535_Vogelsbergkreis,2.2658823,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06535_Vogelsbergkreis,2.313198,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_06633_03159_Region_um_Kassel,2.0907404,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_06633_03159_Region_um_Kassel,1.9278253,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_06633_03159_Region_um_Kassel,2.339011,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_06633_03159_Region_um_Kassel,2.0885808,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_Kassel,1.666723,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_Kassel,1.7136656,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_Kassel,2.131143,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06611_Kassel,1.8141907,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06631_Fulda,2.15332,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06631_Fulda,2.019303,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06631_Fulda,2.3766067,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06631_Fulda,2.1702034,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06632_Hersfeld-Rotenburg,1.801659,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06632_Hersfeld-Rotenburg,1.8534026,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06632_Hersfeld-Rotenburg,2.1471865,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06632_Hersfeld-Rotenburg,1.9088596,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06633_Kassel,1.8219037,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06633_Kassel,1.8083994,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06633_Kassel,2.1953194,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06633_Kassel,1.9317453,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06634_Schwalm-Eder-Kreis,1.6503335,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06634_Schwalm-Eder-Kreis,1.720227,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06634_Schwalm-Eder-Kreis,2.0734444,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06634_Schwalm-Eder-Kreis,1.8342949,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06635_Waldeck-Frankenberg,2.109505,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06635_Waldeck-Frankenberg,1.829821,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06635_Waldeck-Frankenberg,2.060855,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06635_Waldeck-Frankenberg,2.0621564,RRm,sem,precipitation,mm day-1,10
nan_GERICS_nan_nan_nan_nan_sem_RRm,06636_Werra-Meißner-Kreis,1.98288,RRm,sem,precipitation,mm day-1,1
nan_GERICS_nan_nan_nan_nan_sem_RRm,06636_Werra-Meißner-Kreis,1.9490812,RRm,sem,precipitation,mm day-1,4
nan_GERICS_nan_nan_nan_nan_sem_RRm,06636_Werra-Meißner-Kreis,2.297952,RRm,sem,precipitation,mm day-1,7
nan_GERICS_nan_nan_nan_nan_sem_RRm,06636_Werra-Meißner-Kreis,2.0251634,RRm,sem,precipitation,mm day-1,10
