realization,region,FD_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_FD,07233_Vulkaneifel,92.82452,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07235_Trier-Saarburg,74.821335,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),59.918144,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07311_Frankenthal (Pfalz),58.33955,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07312_07335_07332_Region_um_Kaiserslautern,74.75603,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07312_Kaiserslautern,76.533905,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07313_07337_Region_um_Landau_in_der_Pfalz,64.72129,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07313_Landau in der Pfalz,64.90508,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,60.004745,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07314_Ludwigshafen am Rhein,61.161037,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07315_07339_06414_06433_Region_um_Mainz,63.853954,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07315_Mainz,57.68661,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,66.159256,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07316_Neustadt an der Weinstraße,64.5372,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07317_07340_Region_um_Pirmasens,82.67856,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07317_Pirmasens,87.71546,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,65.51199,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07318_Speyer,58.658207,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,65.4031,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07319_Worms,57.975822,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07320_07340_10045_07317_Region_um_Zweibrücken,81.64087,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07320_Zweibrücken,84.8427,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07331_Alzey-Worms,64.712036,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07332_Bad Dürkheim,68.16279,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07333_Donnersbergkreis,73.71184,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07334_Germersheim,62.555157,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07335_Kaiserslautern,80.68957,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07336_Kusel,87.32243,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07337_Südliche Weinstraße,64.69498,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,64.9259,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07338_Rhein-Pfalz-Kreis,60.585308,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07339_Mainz-Bingen,63.226974,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,07340_Südwestpfalz,82.32897,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08111_08115_08116_08118_08119_Region_um_Stuttgart,86.278145,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08111_Stuttgart,78.55726,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08115_Böblingen,95.32638,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08116_Esslingen,92.802155,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08117_Göppingen,98.56252,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08118_Ludwigsburg,71.53674,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08119_Rems-Murr-Kreis,88.66942,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08121_08125_Region_um_Heilbronn,72.64823,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08121_Heilbronn,67.62018,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08125_Heilbronn,73.13919,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08126_Hohenlohekreis,85.836494,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08127_Schwäbisch Hall,98.31839,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08128_Main-Tauber-Kreis,91.231064,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08135_Heidenheim,117.083275,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08136_Ostalbkreis,106.654785,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08211_08216_Region_um_Baden-Baden,83.4155,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08211_Baden-Baden,80.891716,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08212_08215_07334_Region_um_Karlsruhe,66.76064,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08212_Karlsruhe,66.208855,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08215_Karlsruhe,68.630295,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08216_Rastatt,83.88726,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08221_08226_08222_Region_um_Heidelberg,63.39532,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08221_Heidelberg,59.185844,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,64.1784,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08222_Mannheim,58.644516,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08225_Neckar-Odenwald-Kreis,89.573784,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08226_Rhein-Neckar-Kreis,64.49661,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08231_08236_08235_Region_um_Pforzheim,96.85958,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08231_Pforzheim,88.888374,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08235_Calw,107.09053,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08236_Enzkreis,84.097244,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08237_Freudenstadt,107.417404,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08311_08316_08315_Region_um_Freiburg_im_Breisgau,95.035484,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08311_Freiburg im Breisgau,72.22446,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08315_Breisgau-Hochschwarzwald,105.57125,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08316_Emmendingen,78.87617,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08317_Ortenaukreis,73.578804,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08325_Rottweil,114.668526,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08326_Schwarzwald-Baar-Kreis,132.66324,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08327_Tuttlingen,126.937744,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08335_Konstanz,100.27868,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08336_Lörrach,94.75698,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08337_Waldshut,116.94182,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08415_Reutlingen,117.286095,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08416_Tübingen,103.81213,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08417_Zollernalbkreis,119.17272,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08421_08425_09775_Region_um_Ulm,109.184654,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08421_Ulm,105.58054,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08425_Alb-Donau-Kreis,110.8554,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08426_Biberach,110.02244,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08435_Bodenseekreis,91.3241,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08436_Ravensburg,109.906525,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,08437_Sigmaringen,122.23807,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09161_09176_09185_09186_Region_um_Ingolstadt,109.27869,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09161_Ingolstadt,108.01828,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09162_09184_09179_09174_Region_um_München,104.56798,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09162_München,96.22614,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09163_09187_Region_um_Rosenheim,117.81377,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09163_Rosenheim,107.7528,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09171_Altötting,101.52664,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09172_Berchtesgadener Land,131.56819,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09173_Bad Tölz-Wolfratshausen,124.3534,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09174_Dachau,107.00262,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09175_Ebersberg,108.55739,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09176_Eichstätt,109.98432,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09177_Erding,108.3362,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09178_Freising,109.847,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09179_Fürstenfeldbruck,103.09007,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09180_Garmisch-Partenkirchen,144.50644,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09181_Landsberg am Lech,110.83427,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09182_Miesbach,140.1876,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09183_Mühldorf a. Inn,108.5317,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09184_München,107.48201,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09185_Neuburg-Schrobenhausen,109.434784,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09186_Pfaffenhofen a.d. Ilm,108.23571,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09187_Rosenheim,118.09267,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09188_Starnberg,106.54204,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09189_Traunstein,116.318596,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09190_Weilheim-Schongau,115.8195,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09261_09274_Region_um_Landshut,103.86256,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09261_Landshut,101.496826,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09262_09275_Region_um_Passau,114.16601,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09262_Passau,109.414604,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09263_09278_Region_um_Straubing,107.25678,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09263_Straubing,102.08989,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09271_Deggendorf,114.115,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09272_Freyung-Grafenau,136.67122,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09273_Kelheim,103.663666,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09274_Landshut,103.98921,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09275_Passau,114.38625,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09276_Regen,141.59546,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09277_Rottal-Inn,104.26633,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09278_Straubing-Bogen,107.56214,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09279_Dingolfing-Landau,103.24556,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09361_09371_Region_um_Amberg,111.20025,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09361_Amberg,108.595245,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09362_09375_Region_um_Regensburg,102.51168,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09362_Regensburg,99.35041,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09363_09374_Region_um_Weiden_in_der_Oberpfalz,114.61565,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09363_Weiden i.d. OPf.,110.63077,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09371_Amberg-Sulzbach,111.30897,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09372_Cham,117.05021,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09373_Neumarkt i.d. OPf.,110.22926,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09374_Neustadt a.d. Waldnaab,114.818474,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09375_Regensburg,102.710434,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09376_Schwandorf,111.740585,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09377_Tirschenreuth,122.77387,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09461_09471_Region_um_Bamberg,101.767426,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09461_Bamberg,97.42058,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09462_09472_Region_um_Bayreuth,114.02113,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09462_Bayreuth,107.92025,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09463_09473_Region_um_Coburg,98.83434,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09463_Coburg,95.84991,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09464_09475_Region_um_Hof,124.21872,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09464_Hof,119.695076,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09471_Bamberg,101.98191,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09472_Bayreuth,114.35867,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09473_Coburg,99.05462,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09474_Forchheim,102.99892,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09475_Hof,124.50871,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09476_Kronach,114.62139,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09477_Kulmbach,110.28755,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09478_Lichtenfels,101.30506,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09479_Wunsiedel i. Fichtelgebirge,129.12128,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09561_09571_Region_um_Ansbach,103.520706,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09561_Ansbach,104.1553,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09562_09572_09564_09563_Region_um_Erlangen,100.50256,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09562_Erlangen,104.24617,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09563_09573_09562_09564_Region_um_Fürth,100.48435,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09563_Fürth,99.71859,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,104.89126,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09564_Nürnberg,99.271385,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09565_09576_09564_Region_um_Schwabach,105.82051,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09565_Schwabach,103.476875,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09571_Ansbach,103.4863,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09572_Erlangen-Höchstadt,100.455765,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,102.74254,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09573_Fürth,100.37708,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09574_Nürnberger Land,108.98513,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09575_Neustadt a.d. Aisch-Bad Windsheim,96.4528,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09576_Roth,107.23913,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09577_Weißenburg-Gunzenhausen,104.29775,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09661_09671_09676_Region_um_Aschaffenburg,87.20566,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09661_Aschaffenburg,78.85295,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09662_09678_Region_um_Schweinfurt,93.569534,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09662_Schweinfurt,87.73742,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09663_09679_Region_um_Würzburg,86.5125,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09663_Würzburg,83.05599,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09671_Aschaffenburg,88.17979,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09672_Bad Kissingen,95.35666,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09673_Rhön-Grabfeld,102.68922,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09674_Haßberge,99.78577,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09675_Kitzingen,90.34298,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09676_Miltenberg,87.05474,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09677_Main-Spessart,93.41099,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09678_Schweinfurt,93.82071,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09679_Würzburg,86.864395,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09761_09772_09771_Region_um_Augsburg,102.50496,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09761_Augsburg,100.17469,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09762_09777_Region_um_Kaufbeuren,127.703255,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09762_Kaufbeuren,121.05257,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09763_09780_Region_um_Kempten_(Allgäu),142.14665,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09763_Kempten (Allgäu),124.874146,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09764_09778_08436_Region_um_Memmingen,110.34895,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09764_Memmingen,106.86473,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09771_Aichach-Friedberg,103.484795,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09772_Augsburg,102.12479,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09773_Dillingen a.d. Donau,101.92651,FD,year,days_with_air_temperature_below_threshold,days,7
